name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Charlie Manlove,manloch01,['Chick'],Chick,,,,,
Garth Mann,mannga01,['Red'],Red,,,,,
Les Mann,mannle01,['Major'],Major,,,,,
Ernie Manning,mannier01,['Ed'],Ed,,,,,
Rick Manning,manniri01,['Archie'],Archie,,,,,
Tom Mansell,manseto01,['Brick'],Brick,,,,,
Matt Mantei,mantema01,['The Ice Man'],The Ice Man,,,,,
Mickey Mantle,mantlmi01,"['The Mick', 'The Commerce Comet', 'Muscles']",The Mick,The Commerce Comet,Muscles,,,
Rolla Mapel,mapelro01,['Lefty'],Lefty,,,,,
Cliff Mapes,mapescl01,['Tiger'],Tiger,,,,,
Howard Maple,mapleho01,['Mape'],Mape,,,,,
George Mappes,mappege01,['Dick'],Dick,,,,,
Phil Marchildon,marchph01,['Babe'],Babe,,,,,
Johnny Marcum,marcujo01,['Footsie'],Footsie,,,,,
Manuel Margot,margoma01,['Yoandry'],Yoandry,,,,,
Juan Marichal,maricju01,"['Manito', 'Dominican Dandy', 'Mar']",Manito,Dominican Dandy,Mar,,,
Jhan Marinez,marinjh01,['La Electricidad'],La Electricidad,,,,,
Dan Marion,marioda01,['Rube'],Rube,,,,,
Marty Marion,marioma01,"['Slats', 'The Octopus', 'Mr. Shortstop']",Slats,The Octopus,Mr. Shortstop,,,
Jake Marisnick,marisja01,['Big Fudge'],Big Fudge,,,,,
Nick Markakis,markani01,"['Kakes', 'TTT']",Kakes,TTT,,,,
Gene Markland,marklge01,['Mousey'],Mousey,,,,,
Fred Marolewski,marolfr01,['Fritz'],Fritz,,,,,
German Marquez,marquge01,"['Marque', 'Marquee']",Marque,Marquee,,,,
Luis Marquez,marqulu01,['Canena'],Canena,,,,,
Roger Marquis,marquro01,['Noonie'],Noonie,,,,,
Deven Marrero,marrede01,['D Mo'],D Mo,,,,,
Doc Marshall,marshdo02,['Eddie'],Eddie,,,,,
Evan Marshall,marshev01,['Forgetting Sarah'],Forgetting Sarah,,,,,
Joe Marshall,marshjo01,['Home Run Joe'],Home Run Joe,,,,,
Mike Marshall,marshmi01,['Iron Mike'],Iron Mike,,,,,
Rube Marshall,marshru01,['Cy'],Cy,,,,,
Jefry Marte,marteje01,['El Bley'],El Bley,,,,,
Ketel Marte,marteke01,"['The Pike', 'El Nino']",The Pike,El Nino,,,,
Starling Marte,martest01,['Tato'],Tato,,,,,
Doc Martell,martedo01,['Marty'],Marty,,,,,
Francis Martes,martefr01,['Chanchi'],Chanchi,,,,,
Brett Martin,martibr01,['Joey Seaves'],Joey Seaves,,,,,
Chris Martin,martich02,['C-Mart'],C-Mart,,,,,
J.D. Martin,martijd01,['J D'],J D,,,,,
Joe Martin,martijo01,['Silent Joe'],Silent Joe,,,,,
Joe Martin,martijo03,['Smokey Joe'],Smokey Joe,,,,,
Leonys Martin,martile01,['The Asere'],The Asere,,,,,
Morrie Martin,martimo01,['Lefty'],Lefty,,,,,
Pepper Martin,martipe01,['The Wild Horse Of The Osage'],The Wild Horse Of The Osage,,,,,
Richie Martin,martiri01,['Rich Boy'],Rich Boy,,,,,
Russell Martin,martiru01,"['Muscle', 'Le Muscle']",Muscle,Le Muscle,,,,
Joe Martina,martijo02,['Oyster Joe'],Oyster Joe,,,,,
Carlos Martinez,martica02,['Cafe'],Cafe,,,,,
Carlos Martinez,martica04,['Tsunami'],Tsunami,,,,,
Dave Martinez,martida01,['Tippy'],Tippy,,,,,
Dennis Martinez,martide01,['El Presidente'],El Presidente,,,,,
Edgar Martinez,martied01,"['Gar', 'Papi']",Gar,Papi,,,,
Horacio Martinez,martira06,['Rabbit'],Rabbit,,,,,
J.D. Martinez,martijd02,['Flaco'],Flaco,,,,,
Jose Martinez,martijo08,"['Cafecito', 'Cafe']",Cafecito,Cafe,,,,
Marty Martinez,martima01,['Marty'],Marty,,,,,
Michael Martinez,martimi02,"['Mini-Mart', 'Pelusa']",Mini-Mart,Pelusa,,,,
Nick Martinez,martini01,['Tricky'],Tricky,,,,,
Osvaldo Martinez,martios01,['Ozzie'],Ozzie,,,,,
Pedro Martinez,martipe02,"['Pedro el Grande', 'Petey']",Pedro el Grande,Petey,,,,
Rogelio Martinez,martiro01,['Limonar'],Limonar,,,,,
Ted Martinez,martite01,['Teddy'],Teddy,,,,,
Tino Martinez,martiti02,['Bamtino'],Bamtino,,,,,
Victor Martinez,martivi01,"['V-Mart', 'Papicho']",V-Mart,Papicho,,,,
Nick Martini,martini02,['Tini'],Tini,,,,,
Wedo Martini,martiwe01,['Southern'],Southern,,,,,
John Marzano,marzajo01,['Johnny Marz'],Johnny Marz,,,,,
Roger Mason,masonro01,['Mase'],Mase,,,,,
Gordon Massa,massago01,"['Moose', 'Duke']",Moose,Duke,,,,
Bill Massey,massebi01,['Big Bill'],Big Bill,,,,,
Red Massey,massero01,['Red'],Red,,,,,
Justin Masterson,masteju01,"['Bat Masterson', 'Big Masty', 'Nasty Masty', 'Masty']",Bat Masterson,Big Masty,Nasty Masty,Masty,,
Paul Masterson,mastepa01,['Lefty'],Lefty,,,,,
Eddie Mathews,matheed01,"['Eddie Mattress', ""Cap'n Eddie"", 'Santa Barbara Bomber', 'Brookfield Bomber']",Eddie Mattress,Cap'n Eddie,Santa Barbara Bomber,Brookfield Bomber,,
Christy Mathewson,mathech01,"['Big Six', 'Matty']",Big Six,Matty,,,,
Carl Mathias,mathica01,['Stubby'],Stubby,,,,,
Jeff Mathis,mathije01,"['Six', 'Matty']",Six,Matty,,,,
Nick Maton,matonni01,['Wolfie'],Wolfie,,,,,
Phil Maton,matonph01,['Spin Rate'],Spin Rate,,,,,
Hideki Matsui,matsuhi01,['Godzilla'],Godzilla,,,,,
Kazuo Matsui,matsuka01,['Kaz'],Kaz,,,,,
Daisuke Matsuzaka,matsuda01,['Dice-K'],Dice-K,,,,,
Eddie Matteson,matteed01,['Matty'],Matty,,,,,
Gary Matthews,matthga01,['Sarge'],Sarge,,,,,
Gary Matthews,matthga02,"['Little Sarge', 'Sarge Jr.']",Little Sarge,Sarge Jr.,,,,
Joe Matthews,matthjo01,['Lefty'],Lefty,,,,,
Wid Matthews,matthwi02,['Matty'],Matty,,,,,
Wally Mattick,mattiwa01,['Chink'],Chink,,,,,
Don Mattingly,mattido01,"['Donnie Baseball', 'The Hit Man', 'Cap', 'Matt']",Donnie Baseball,The Hit Man,Cap,Matt,,
Ralph Mattis,mattira01,['Matty'],Matty,,,,,
Cloy Mattox,mattocl01,['Monk'],Monk,,,,,
Harry Matuzak,matuzha01,['Matty'],Matty,,,,,
Steven Matz,matzst01,"['Rend', 'Reno', 'Matzy']",Rend,Reno,Matzy,,,
Gene Mauch,mauchge01,['Skip'],Skip,,,,,
Al Maul,maulal01,['Smiling Al'],Smiling Al,,,,,
Brandon Maurer,maurebr01,['Mauer Power'],Mauer Power,,,,,
Ronny Mauricio,mauriro01,['El Chimi'],El Chimi,,,,,
Ralph Mauriello,maurira01,['Tami'],Tami,,,,,
Dal Maxvill,maxvida01,['Maxie'],Maxie,,,,,
Bruce Maxwell,maxwebr01,['Baby Prince'],Baby Prince,,,,,
Charlie Maxwell,maxwech01,"['Smokey', 'Paw Paw']",Smokey,Paw Paw,,,,
Dustin May,maydu01,['Big Red'],Big Red,,,,,
Lee May,mayle01,['Big Bopper'],Big Bopper,,,,,
Merrill May,maypi01,['Pinky'],Pinky,,,,,
Rudy May,mayru01,['E.T.'],E.T.,,,,,
Trevor May,maytr01,"['Lurch', 'Iamtrevormay']",Lurch,Iamtrevormay,,,,
Cameron Maybin,maybica01,"['Killa Cam', 'Slim']",Killa Cam,Slim,,,,
Eddie Mayo,mayoed01,['Hotshot'],Hotshot,,,,,
Carl Mays,maysca01,['Sub'],Sub,,,,,
Willie Mays,mayswi01,['Say Hey Kid'],Say Hey Kid,,,,,
Tim Mayza,mayzati01,['Mayz'],Mayz,,,,,
Nomar Mazara,mazarno01,['The Big Chill'],The Big Chill,,,,,
Patrick Mazeika,mazeipa01,['Maz'],Maz,,,,,
Bill Mazeroski,mazerbi01,['Maz'],Maz,,,,,
Chris Mazza,mazzach01,['Mazz'],Mazz,,,,,
Mel Mazzera,mazzeme01,['Mike'],Mike,,,,,
Lee Mazzilli,mazzile01,['Maz'],Maz,,,,,
Jimmy McAleer,mcaleji01,['Loafer'],Loafer,,,,,
Zach McAllister,mcallza01,"['EZ Mac', 'Mac the Knife', 'Z-Mac']",EZ Mac,Mac the Knife,Z-Mac,,,
Michael McAtee,mcatebu01,"['Bub', 'Butch']",Bub,Butch,,,,
Wickey McAvoy,mcavowi01,['Name sometimes spelled Wickie'],Name sometimes spelled Wickie,,,,,
Pryor McBee,mcbeepr01,['Lefty'],Lefty,,,,,
Bake McBride,mcbriba01,"[""Shake n' Bake"", 'Callaway Kid']",Shake n' Bake,Callaway Kid,,,,
Ralph McCabe,mccabra01,['Mack'],Mack,,,,,
Brian McCall,mccalbr01,['Bam'],Bam,,,,,
Brian McCann,mccanbr01,"['Heap', 'Fun Police', 'Uno Seis']",Heap,Fun Police,Uno Seis,,,
Gene McCann,mccange01,['Mike'],Mike,,,,,
James McCann,mccanja02,['McCannon'],McCannon,,,,,
Brandon McCarthy,mccarbr01,"['Bmac', 'Mac']",Bmac,Mac,,,,
Joe McCarthy,mccarjo99,['Marse Joe'],Marse Joe,,,,,
Kevin McCarthy,mccarke01,['Mac'],Mac,,,,,
Harry McChesney,mccheha01,['Pud'],Pud,,,,,
Shane McClanahan,mcclash01,['Sugar Shane'],Sugar Shane,,,,,
Hervey McClellan,mccleha01,['Little Mac'],Little Mac,,,,,
Jim McCloskey,mccloji01,['Irish'],Irish,,,,,
Bob McClure,mcclubo01,['Bobby Mac'],Bobby Mac,,,,,
Hal McClure,mccluha01,['Mac'],Mac,,,,,
Alex McColl,mccolal01,['Red'],Red,,,,,
George McConnell,mcconge01,['Slats'],Slats,,,,,
Mike McCormack,mccormi01,"['Kid', 'Dude']",Kid,Dude,,,,
Frank McCormick,mccorfr01,['Buck'],Buck,,,,,
Harry McCormick,mccormo01,['Moose'],Moose,,,,,
Willie McCovey,mccovwi01,"['Stretch', 'Mac', 'Big Mac']",Stretch,Mac,Big Mac,,,
Les McCrabb,mccrale01,['Buster'],Buster,,,,,
Judge McCredie,mccrewa01,['Judge'],Judge,,,,,
Ed McCreery,mccreed01,['Big Ed'],Big Ed,,,,,
Lance McCullers,mcculla01,['Baby Goose'],Baby Goose,,,,,
Lance McCullers Jr.,mcculla02,"['Snap Dragon 1', 'Perdomo']",Snap Dragon 1,Perdomo,,,,
Harry McCurdy,mccurha01,['Hank'],Hank,,,,,
Andrew McCutchen,mccutan01,"['Cutch', 'Uncle Larry', 'Zoom', 'Drusneeze']",Cutch,Uncle Larry,Zoom,Drusneeze,,
Mickey McDermott,mcdermi03,['Maury'],Maury,,,,,
Jim McDonald,mcdonji04,['Hot Rod'],Hot Rod,,,,,
Jim McDonnell,mcdonji03,['Mack'],Mack,,,,,
Jack McDowell,mcdowja01,['Black Jack'],Black Jack,,,,,
Sam McDowell,mcdowsa01,['Sudden Sam'],Sudden Sam,,,,,
Pryor McElveen,mcelvpr01,['Humpty'],Humpty,,,,,
Joe McEwing,mcewijo01,['Super Joe'],Super Joe,,,,,
T.J. McFarland,mcfartj01,"['Mac', 'Return of the Mac', 'Mac Attack']",Mac,Return of the Mac,Mac Attack,,,
Mel McGaha,mcgahme99,['Melvin'],Melvin,,,,,
Dan McGann,mcganda01,['Cap'],Cap,,,,,
Jim McGarr,mcgarji01,['Reds'],Reds,,,,,
Bill McGee,mcgeebi01,['Fiddler Bill'],Fiddler Bill,,,,,
Jake McGee,mcgeeja01,['MacCheez'],MacCheez,,,,,
Casey McGehee,mcgehca01,['Hits McGehee'],Hits McGehee,,,,,
Bill McGhee,mcghebi01,['Fibber'],Fibber,,,,,
Bill McGill,mcgilbi01,['Parson'],Parson,,,,,
Willie McGill,mcgilwi01,['Kid'],Kid,,,,,
Bill McGilvray,mcgilbi02,['Big Bill'],Big Bill,,,,,
Joe McGinnity,mcginjo01,['Iron Man'],Iron Man,,,,,
Jim McGlothlin,mcgloji01,['Red'],Red,,,,,
Bill McGowan,mcgowbi99,['Little Joe Chest'],Little Joe Chest,,,,,
Dustin McGowan,mcgowdu01,['D-Mac'],D-Mac,,,,,
Frank McGowan,mcgowbe01,['Beauty'],Beauty,,,,,
Howard McGraner,mcgraho01,['Muck'],Muck,,,,,
Kyle McGrath,mcgraky01,['McGregor'],McGregor,,,,,
John McGraw,mcgrajo01,"['Mugsy', 'Little Napoleon']",Mugsy,Little Napoleon,,,,
Tug McGraw,mcgratu01,"['Tug', 'Tugger', 'The Barber']",Tug,Tugger,The Barber,,,
Fred McGriff,mcgrifr01,"['Crime Dog', 'Fire Dog']",Crime Dog,Fire Dog,,,,
Reese McGuire,mcguire01,['Pieces'],Pieces,,,,,
Tom McGuire,mcguito01,['Elmer'],Elmer,,,,,
Bill McGunnigle,mcgunbi01,['Gunner'],Gunner,,,,,
Mark McGwire,mcgwima01,['Big Mac'],Big Mac,,,,,
Bob McHale,mchalbo01,['Rabbit'],Rabbit,,,,,
Jim McHale,mchalji01,['J.B.'],J.B.,,,,,
Austin McHenry,mchenau01,['Mac'],Mac,,,,,
Collin McHugh,mchugco01,"['Snap Dragon 2', 'Mu Q', '12-6']",Snap Dragon 2,Mu Q,12-6,,,
Stover McIlwain,mcilwst01,['Smokey'],Smokey,,,,,
Stuffy McInnis,mcinnst01,['Jack'],Jack,,,,,
James McJames,mcjamdo01,['Doc'],Doc,,,,,
Archie McKain,mckaiar01,['Happy'],Happy,,,,,
Brendan McKay,mckaybr01,['B-Mac'],B-Mac,,,,,
Dave McKay,mckayda01,['Mac'],Mac,,,,,
Reeve McKay,mckayre01,['Rip'],Rip,,,,,
Ed McKean,mckeaed01,['Mack'],Mack,,,,,
Bill McKechnie,mckecbi01,['Deacon'],Deacon,,,,,
Frank McKenry,mckenli01,"['Big Pete', 'Limb']",Big Pete,Limb,,,,
Triston McKenzie,mckentr01,['Dr. Sticks'],Dr. Sticks,,,,,
John McLaren,mclarjo99,['Johnny Mac'],Johnny Mac,,,,,
Kid McLaughlin,mclauki01,['Sunshine'],Sunshine,,,,,
Al McLean,mcleaal01,['Elrod'],Elrod,,,,,
Wayne McLeland,mclelwa01,['Nubbin'],Nubbin,,,,,
Cal McLish,mclisca01,"['Bus', 'Buster']",Bus,Buster,,,,
Ryan McMahon,mcmahry01,"['McDoogle', 'Ry Mac']",McDoogle,Ry Mac,,,,
John McMakin,mcmakjo01,['Spartanburg John'],Spartanburg John,,,,,
George McMillan,mcmilge01,['Reddy'],Reddy,,,,,
Norm McMillan,mcmilno01,['Bub'],Bub,,,,,
Tommy McMillan,mcmilto01,['Rebel'],Rebel,,,,,
John McMullin,mcmuljo01,['Lefty'],Lefty,,,,,
Carl McNabb,mcnabca01,['Skinny'],Skinny,,,,,
Eric McNair,mcnaier01,['Boob'],Boob,,,,,
Mike McNally,mcnalmi01,['Minooka Mike'],Minooka Mike,,,,,
Jeff McNeil,mcneije01,"['Squirrel', 'JT', 'Flying Squirrel', 'Jeff McHits']",Squirrel,JT,Flying Squirrel,Jeff McHits,,
Hugh McQuillan,mcquihu01,['Handsome Hugh'],Handsome Hugh,,,,,
Glenn McQuillen,mcquigl01,['Red'],Red,,,,,
Kevin McReynolds,mcreyke01,['Big Mac'],Big Mac,,,,,
Bill McTigue,mctigbi01,['Rebel'],Rebel,,,,,
Doug McWeeny,mcweedo01,['Buzz'],Buzz,,,,,
Austin Meadows,meadoau01,['Meads'],Meads,,,,,
Lee Meadows,meadole01,['Specs'],Specs,,,,,
Parker Meadows,meadopa01,['Baby Giraffe'],Baby Giraffe,,,,,
John Means,meansjo01,['Meansy'],Meansy,,,,,
Charlie Meara,mearach01,['Goggy'],Goggy,,,,,
Wade Meckler,mecklwa01,['Sparky'],Sparky,,,,,
Ray Medeiros,medeira01,['Pep'],Pep,,,,,
Joe Medwick,medwijo01,"['Ducky', 'Muscles']",Ducky,Muscles,,,,
Tommy Mee,meeto01,['Judge'],Judge,,,,,
Pete Meegan,meegape01,['Steady Pete'],Steady Pete,,,,,
Russ Meers,meersru01,['Babe'],Babe,,,,,
Tylor Megill,megilty01,['Big Drip'],Big Drip,,,,,
Heinie Meine,meinehe01,['The Count Of Luxemburg'],The Count Of Luxemburg,,,,,
Karl Meister,meistka01,['Dutch'],Dutch,,,,,
Adalberto Mejia,mejiaad01,['Volador'],Volador,,,,,
Francisco Mejia,mejiafr01,['Franky'],Franky,,,,,
Mark Melancon,melanma01,"['Stretch', 'Mel', 'Muh Lan Son']",Stretch,Mel,Muh Lan Son,,,
Oscar Melillo,melilsk01,"['Spinach', 'Ski']",Spinach,Ski,,,,
Keury Mella,mellake01,['Manini'],Manini,,,,,
Ralph Mellix,mellile01,['Lefty'],Lefty,,,,,
Paul Meloan,meloapa01,['Molly'],Molly,,,,,
Bill Melton,meltobi01,"[""Beltin' Bill""]",Beltin' Bill,,,,,
Cliff Melton,meltocl01,"['Mickey Mouse', 'Mountain Music']",Mickey Mouse,Mountain Music,,,,
Tim Melville,melviti01,"['Woody', 'Smellville']",Woody,Smellville,,,,
Bob Melvin,melvibo01,['BoMel'],BoMel,,,,,
Kevin Mench,menchke01,['Shrek'],Shrek,,,,,
Mario Mendoza,mendoma01,['Manos de Seda'],Manos de Seda,,,,,
Ramiro Mendoza,mendora01,['El Brujo'],El Brujo,,,,,
John Menefee,menefjo01,['Jock'],Jock,,,,,
Joey Meneses,menesjo01,['CabaJoey'],CabaJoey,,,,,
Denis Menke,menkede01,"['Menk', 'Tomato Face']",Menk,Tomato Face,,,,
Mike Menosky,menosmi01,['Leaping Mike'],Leaping Mike,,,,,
Ed Mensor,mensoed01,['The Midget'],The Midget,,,,,
Oscar Mercado,mercaos01,['Merc'],Merc,,,,,
Yermin Mercedes,merceye01,['Yerminator'],Yerminator,,,,,
Jordy Mercer,mercejo03,['The Rook'],The Rook,,,,,
Art Merewether,merewar01,['Merry'],Merry,,,,,
Fred Merkle,merklfr01,['Bonehead'],Bonehead,,,,,
Lou Merloni,merlolo01,['Sweet Lou'],Sweet Lou,,,,,
Whit Merrifield,merriwh01,"['Whit Bird', 'Two-hit Whit']",Whit Bird,Two-hit Whit,,,,
Stump Merrill,merrist99,['Stump'],Stump,,,,,
Lloyd Merriman,merrill01,['Citation'],Citation,,,,,
Sam Mertes,mertesa01,['Sandow'],Sandow,,,,,
Matt Mervis,mervima01,['Mash'],Mash,,,,,
Jose Mesa,mesajo01,"['Joe Table', 'Senor Smoke']",Joe Table,Senor Smoke,,,,
Devin Mesoraco,mesorde01,"['Mes', 'Rocko']",Mes,Rocko,,,,
Andrew Messenger,messebu01,['Bud'],Bud,,,,,
Andy Messersmith,messean01,"['Bluto', 'Channel']",Bluto,Channel,,,,
Frank Metha,methasc01,['Scat'],Scat,,,,,
George Metkovich,metkoca01,['Catfish'],Catfish,,,,,
Hensley Meulens,meulehe01,"['Bam-Bam', 'Sir Hensley']",Bam-Bam,Sir Hensley,,,,
Bob Meusel,meusebo01,"['Long Bob', 'Languid', 'Silent Bob']",Long Bob,Languid,Silent Bob,,,
Alex Meyer,meyeral01,['Bubba'],Bubba,,,,,
Benny Meyer,meyerbe01,['Earache'],Earache,,,,,
Russ Meyer,meyerru01,"['Rowdy', 'The Mad Monk']",Rowdy,The Mad Monk,,,,
Levi Meyerle,meyerle01,['Long Levi'],Long Levi,,,,,
Lou Meyers,meyerlo01,['Crazy Horse'],Crazy Horse,,,,,
Gene Michael,michage01,['Stick'],Stick,,,,,
Jason Michaels,michaja01,['J-Mike'],J-Mike,,,,,
John Michaelson,michajo01,['Mike'],Mike,,,,,
Jim Middleton,middlji01,['Rifle Jim'],Rifle Jim,,,,,
John Middleton,middljo01,['Lefty'],Lefty,,,,,
Keynan Middleton,middlke01,"['Key', 'Major Key']",Key,Major Key,,,,
Ezra Midkiff,midkiez01,['Salt Rock'],Salt Rock,,,,,
Doug Mientkiewicz,mientdo01,['Eye Chart'],Eye Chart,,,,,
Ed Mierkowicz,mierked01,"['Autch', 'Mouse']",Autch,Mouse,,,,
Larry Miggins,miggila01,['Irish'],Irish,,,,,
Miles Mikolas,mikolmi01,"['Lizard King', 'Mik', ""5280's""]",Lizard King,Mik,5280's,,,
Clyde Milan,milancl01,"['Deerfoot', 'Zeb']",Deerfoot,Zeb,,,,
Wade Miley,mileywa01,['Miles'],Miles,,,,,
Johnny Miljus,miljujo01,"['Jovo', 'Big Serb']",Jovo,Big Serb,,,,
Felix Millan,millafe01,['the Cat'],the Cat,,,,,
Andrew Miller,millean01,['Miller Time'],Miller Time,,,,,
Bill Miller,millebi03,['Wild Bill'],Wild Bill,,,,,
Bill Miller,millebi04,"['Lefty', 'Hooks']",Lefty,Hooks,,,,
Brad Miller,millebr02,"['Sergio Millar', 'Rat', 'Bamboo Brad', 'J. Windermere']",Sergio Millar,Rat,Bamboo Brad,J. Windermere,,
Dots Miller,milledo02,['Dots'],Dots,,,,,
Ed Miller,milleed02,['Big Ed'],Big Ed,,,,,
Eddie Miller,milleed03,['Eppie'],Eppie,,,,,
Elmer Miller,milleel02,['Lefty'],Lefty,,,,,
Frank Miller,millefr02,['Bullet'],Bullet,,,,,
Fred Miller,millefr01,['Speedy'],Speedy,,,,,
George Miller,milledo01,"['Foghorn', 'Calliope', 'Doggie']",Foghorn,Calliope,Doggie,,,
Hughie Miller,millehu01,['Cotton'],Cotton,,,,,
Jim Miller,milleji01,['Rabbit'],Rabbit,,,,,
Justin Miller,milleju02,['J. Millz'],J. Millz,,,,,
Otto Miller,milleot01,['Moonie'],Moonie,,,,,
Ralph Miller,millera04,"['Moose', 'Lefty']",Moose,Lefty,,,,
Rick Miller,milleri01,['Miller Time'],Miller Time,,,,,
Roscoe Miller,millero01,"['Roxy', 'Rubberlegs']",Roxy,Rubberlegs,,,,
Shelby Miller,millesh01,['Millzy'],Millzy,,,,,
Stu Miller,millest01,['Little Stu'],Little Stu,,,,,
Tom Miller,milleto01,['Reddy'],Reddy,,,,,
Ward Miller,millewa02,"['Windy', 'Grump']",Windy,Grump,,,,
Warren Miller,millewa01,['Gitz'],Gitz,,,,,
John Milligan,millijo01,['Jocko'],Jocko,,,,,
Bob Milliken,millibo01,['Bobo'],Bobo,,,,,
Brad Mills,millsbr01,['Millsie'],Millsie,,,,,
Buster Mills,millsbu01,['Bus'],Bus,,,,,
Howard Mills,millsle01,['Lefty'],Lefty,,,,,
Willie Mills,millswi01,['Wee Willie'],Wee Willie,,,,,
Al Milnar,milnaal01,['Happy'],Happy,,,,,
John Milner,milnejo01,['The Hammer'],The Hammer,,,,,
Tommy Milone,milonto01,['Tomaso'],Tomaso,,,,,
Mike Milosevich,milosmi01,['Mollie'],Mollie,,,,,
George Milstead,milstge01,['Cowboy'],Cowboy,,,,,
Larry Milton,miltola01,['Tug'],Tug,,,,,
Rudy Minarcin,minarru01,['Buster'],Buster,,,,,
Juan Minaya,minayju01,['Juanito'],Juanito,,,,,
Ray Miner,minerra01,['Lefty'],Lefty,,,,,
Paul Minner,minnepa01,['Lefty'],Lefty,,,,,
Mike Minor,minormi01,"['Spykezylla', 'Meener']",Spykezylla,Meener,,,,
Minnie Minoso,minosmi01,['Cuban Comet'],Cuban Comet,,,,,
A.J. Minter,minteaj01,['Mint'],Mint,,,,,
Greg Minton,mintogr01,['Moonie; Moon-man'],Moonie; Moon-man,,,,,
Kevin Mitchell,mitchke01,"['World', 'Mitchell Monster', 'Boogie Bear', 'Tatonka']",World,Mitchell Monster,Boogie Bear,Tatonka,,
Ralph Mitterling,mittera01,['Sarge'],Sarge,,,,,
George Mitterwald,mittege01,['Baron von Mitterwald'],Baron von Mitterwald,,,,,
Johnny Mize,mizejo01,"['The Big Cat', 'Big Jawn']",The Big Cat,Big Jawn,,,,
Bill Mizeur,mizeubi01,['Bad Bill'],Bad Bill,,,,,
Ron Moeller,moellro01,['The Kid'],The Kid,,,,,
Fenton Mole,molefe01,['Muscles'],Muscles,,,,,
Bengie Molina,molinbe01,['Big Money'],Big Money,,,,,
Yadier Molina,molinya01,['Yadi'],Yadi,,,,,
Paul Molitor,molitpa01,['The Ignitor'],The Ignitor,,,,,
Dustin Molleken,molledu01,['Half Moon'],Half Moon,,,,,
Bill Monbouquette,monbobi01,['Monbo'],Monbo,,,,,
Yoan Moncada,moncayo01,['Yoyo'],Yoyo,,,,,
Carlos Moncrief,moncrca01,['C-Los'],C-Los,,,,,
Adalberto Mondesi,mondera02,"['Mondi', 'La Guinea', 'Ace']",Mondi,La Guinea,Ace,,,
Raul Mondesi,mondera01,['The Buffalo'],The Buffalo,,,,,
Don Money,moneydo01,['Brooks'],Brooks,,,,,
Mickey Moniak,moniami01,['Mickey'],Mickey,,,,,
Ed Monroe,monroed01,['Peck'],Peck,,,,,
John Montefusco,montejo01,['The Count'],The Count,,,,,
Felipe Montemayor,montefe01,['Monty'],Monty,,,,,
Miguel Montero,montemi01,['Monty'],Monty,,,,,
Rafael Montero,montera01,"['Fugarra', 'Monte']",Fugarra,Monte,,,,
Jordan Montgomery,montgjo01,"['Gumby', 'Monty']",Gumby,Monty,,,,
Mike Montgomery,montgmi01,['Monty'],Monty,,,,,
George Moolic,moolige01,['Prunes'],Prunes,,,,,
Leo Moon,moonle01,['Lefty'],Lefty,,,,,
Bill Moore,moorebi02,['Willie'],Willie,,,,,
Dylan Moore,mooredy01,['D Mo'],D Mo,,,,,
Earl Moore,mooreea01,"['Crossfire', 'Big Ebbie', 'Steam Engine in Boots']",Crossfire,Big Ebbie,Steam Engine in Boots,,,
Euel Moore,mooreeu01,['Chief'],Chief,,,,,
Gene Moore,moorege02,['Blue Goose'],Blue Goose,,,,,
Gene Moore,moorege03,['Rowdy'],Rowdy,,,,,
Jo-Jo Moore,moorejo02,['The Gause Ghost'],The Gause Ghost,,,,,
Matt Moore,moorema02,"['Matty Moe', 'Matt Man']",Matty Moe,Matt Man,,,,
Ray Moore,moorera02,"['Farmer', 'Old Blue']",Farmer,Old Blue,,,,
Tyler Moore,moorety01,['T-Mo'],T-Mo,,,,,
Wilcy Moore,moorewi01,"['Cy', 'Deacon']",Cy,Deacon,,,,
Kendrys Morales,moralke01,"['Mo Mo', 'Monina']",Mo Mo,Monina,,,,
Bill Moran,moranbi03,['Bugs'],Bugs,,,,,
Charlie Moran,moranch02,['Uncle Charlie'],Uncle Charlie,,,,,
Colin Moran,moranco01,['Redbeard'],Redbeard,,,,,
Roy Moran,moranro01,['Deedle'],Deedle,,,,,
Mickey Morandini,moranmi01,"['Dandy Little Glove Man', 'Mickey Mo', 'Beaker']",Dandy Little Glove Man,Mickey Mo,Beaker,,,
Dave Morehead,morehda01,['Moe'],Moe,,,,,
Seth Morehead,morehse01,['Moe'],Moe,,,,,
Adrian Morejon,morejad01,['More'],More,,,,,
Keith Moreland,morelke01,['Zonk'],Zonk,,,,,
Mitch Moreland,morelmi01,['Mitchy Two Bags'],Mitchy Two Bags,,,,,
Lew Moren,morenle01,['Hicks'],Hicks,,,,,
Julio Moreno,morenju01,['Jiqui'],Jiqui,,,,,
Omar Moreno,morenom01,"['The Antelope', 'The Outmaker']",The Antelope,The Outmaker,,,,
Adam Morgan,morgaad01,"['Mo', 'A-Mo']",Mo,A-Mo,,,,
Chet Morgan,morgach01,['Chick'],Chick,,,,,
Eddie Morgan,morgaed02,['Pepper'],Pepper,,,,,
Joe Morgan,morgajo02,"['Little Joe', 'The Little General']",Little Joe,The Little General,,,,
Nyjer Morgan,morgany01,['Tony Plush'],Tony Plush,,,,,
Tom Morgan,morgato01,['Plowboy'],Plowboy,,,,,
